order_id,customer_id,name,category,sub_category,city,date,region,unit_price,total_Sales,units_sold,discount_rate,profits,month,seasonality,mode_of_transaction ,marketting_id,inventory_level,revenue,employement_status,employee_id 
O4952,C4952,Hussain,Beverages,Health Drinks,Cumbum,25-07-2017,West,100,1300,13,0.24,103,7,No festival,Offline,200196,1,988,unemployed,14
O4953,C4953,Malik,Snacks,Cookies,Vellore,25-07-2017,West,30,1320,44,0.17,100,7,No festival,Offline,200196,1,1095.6,employed,20
O4954,C4954,Komal,"Eggs, Meat & Fish",Mutton,Kanyakumari,25-07-2017,West,400,1200,3,0.28,147,7,No festival,Offline,200196,4,864,employed,6
O4955,C4955,Ganesh,Food Grains,Atta & Flour,Coimbatore,25-07-2017,South,40,1200,30,0.34,110,7,No festival,Offline,200196,5,792,employed,9
O4956,C4956,Akash,"Eggs, Meat & Fish",Mutton,Viluppuram,25-07-2017,South,400,1200,3,0.31,179,7,No festival,Offline,200196,4,828,employed,14
O4957,C4957,Vinne,Oil & Masala,Masalas,Ooty,28-07-2017,East,50,1200,24,0.21,165,7,No festival,Offline,200196,2,948,unemployed,18
O4958,C4958,Anu,Bakery,Cakes,Kanyakumari,28-07-2017,Central,300,1200,4,0.1,171,7,No festival,Offline,200196,1,1080,unemployed,18
O4959,C4959,Shree,Food Grains,Dals & Pulses,Theni,28-07-2017,East,900,900,1,0.26,144,7,No festival,Offline,200196,5,666,employed,11
O4960,C4960,Hafiz,Food Grains,Atta & Flour,Bodi,28-07-2017,Central,40,1200,30,0.33,133,7,No festival,Offline,200196,5,804,unemployed,15
O4961,C4961,Vinne,Snacks,Chocolates,Tenkasi,28-07-2017,East,10,1050,105,0.17,181,7,No festival,Offline,200196,1,871.5,unemployed,8
O4962,C4962,Anu,Beverages,Health Drinks,Kanyakumari,28-07-2017,Central,100,1200,12,0.23,197,7,No festival,Offline,200196,1,924,unemployed,3
O4963,C4963,Sharon,Oil & Masala,Edible Oil & Ghee,Dharmapuri,28-07-2017,West,800,800,1,0.19,126,7,No festival,Offline,200196,2,648,employed,18
O4964,C4964,Jackson,Snacks,Cookies,Virudhunagar,28-07-2017,Central,30,1350,45,0.32,162,7,No festival,Offline,200196,1,918,employed,18
O4965,C4965,Adavan,Fruits & Veggies,Organic Vegetables,Cumbum,29-07-2017,South,200,1200,6,0.35,152,7,No festival,Online,200196,3,780,unemployed,12
O4966,C4966,Arvind,Fruits & Veggies,Fresh Vegetables,Trichy,29-07-2017,East,70,1190,17,0.26,161,7,No festival,Online,200196,3,880.6,unemployed,12
O4967,C4967,Hussain,Bakery,Biscuits,Kanyakumari,29-07-2017,South,20,1160,58,0.17,184,7,No festival,Online,200196,1,962.8,employed,1
O4968,C4968,Arvind,Fruits & Veggies,Fresh Vegetables,Pudukottai,29-07-2017,South,70,1260,18,0.16,141,7,No festival,Offline,200196,3,1058.4,employed,17
O4969,C4969,Jackson,Fruits & Veggies,Fresh Fruits,Namakkal,30-07-2017,Central,190,1330,7,0.18,107,7,No festival,Offline,200196,3,1090.6,unemployed,19
O4970,C4970,Ridhesh,Oil & Masala,Edible Oil & Ghee,Dharmapuri,30-07-2017,Central,800,1600,2,0.19,175,7,No festival,Offline,200196,2,1296,unemployed,12
O4971,C4971,Ramesh,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,30-07-2017,Central,200,1000,5,0.2,198,7,No festival,Offline,200196,4,800,unemployed,8
O4972,C4972,Sudeep,Food Grains,Dals & Pulses,Dharmapuri,30-07-2017,West,900,900,1,0.26,117,7,No festival,Offline,200196,5,666,unemployed,7
O4973,C4973,Hafiz,Snacks,Cookies,Ooty,31-07-2017,Central,30,1320,44,0.22,180,7,No festival,Online,200196,1,1029.6,employed,13
O4974,C4974,Sharon,Oil & Masala,Edible Oil & Ghee,Madurai,31-07-2017,Central,800,1600,2,0.21,117,7,No festival,Offline,200196,2,1264,employed,10
O4975,C4975,Hussain,Snacks,Chocolates,Virudhunagar,31-07-2017,West,10,1140,114,0.17,188,7,No festival,Offline,200196,1,946.2,unemployed,20
O4976,C4976,Yusuf,"Eggs, Meat & Fish",Eggs,Coimbatore,31-07-2017,Central,6,1158,193,0.27,117,7,No festival,Online,200196,4,845.34,unemployed,11
O4977,C4977,Amrish,Bakery,Breads & Buns,Salem,31-07-2017,Central,30,1290,43,0.35,110,7,No festival,Offline,200196,1,838.5,employed,16
O4978,C4978,Sudeep,"Eggs, Meat & Fish",Chicken,Virudhunagar,01-08-2017,West,200,1200,6,0.19,188,8,No festival,Offline,200196,4,972,unemployed,5
O4979,C4979,Kumar,Snacks,Noodles,Dindigul,01-08-2017,East,100,1300,13,0.16,131,8,No festival,Online,200196,1,1092,unemployed,1
O4980,C4980,Vinne,Bakery,Cakes,Pudukottai,01-08-2017,West,300,1200,4,0.14,156,8,No festival,Online,200196,1,1032,employed,20
O4981,C4981,Sharon,Snacks,Chocolates,Kanyakumari,01-08-2017,Central,10,1350,135,0.28,122,8,No festival,Online,200196,1,972,unemployed,7
O4982,C4982,Amy,Fruits & Veggies,Organic Fruits,Vellore,02-08-2017,West,300,1200,4,0.33,151,8,No festival,Offline,200196,3,804,unemployed,3
O4983,C4983,Sharon,"Eggs, Meat & Fish",Chicken,Salem,02-08-2017,West,200,1000,5,0.13,149,8,No festival,Online,200196,4,870,employed,2
O4984,C4984,Yadav,Beverages,Soft Drinks,Ooty,02-08-2017,West,20,1080,54,0.33,167,8,No festival,Online,200196,1,723.6,unemployed,16
O4985,C4985,Sheeba,Fruits & Veggies,Organic Fruits,Tenkasi,03-08-2017,Central,300,1200,4,0.28,188,8,No festival,Online,200196,3,864,unemployed,3
O4986,C4986,Veena,Fruits & Veggies,Fresh Fruits,Tirunelveli,03-08-2017,Central,190,1140,6,0.22,177,8,No festival,Offline,200196,3,889.2,unemployed,8
O4987,C4987,Ravi,Fruits & Veggies,Organic Fruits,Tirunelveli,04-08-2017,South,300,1200,4,0.19,113,8,No festival,Offline,200196,3,972,employed,14
O4988,C4988,Ridhesh,Fruits & Veggies,Organic Vegetables,Ooty,04-08-2017,South,200,1200,6,0.28,106,8,No festival,Online,200196,3,864,unemployed,5
O4989,C4989,Sudha,Bakery,Cakes,Madurai,04-08-2017,Central,300,1200,4,0.14,165,8,No festival,Offline,200196,1,1032,unemployed,2
O4990,C4990,Krithika,"Eggs, Meat & Fish",Chicken,Madurai,04-08-2017,South,200,1200,6,0.15,164,8,No festival,Offline,200196,4,1020,unemployed,7
O4991,C4991,Vidya,Bakery,Breads & Buns,Namakkal,04-08-2017,West,30,1020,34,0.12,124,8,No festival,Online,200196,1,897.6,unemployed,5
O4992,C4992,Sharon,Beverages,Health Drinks,Nagercoil,04-08-2017,West,100,1300,13,0.21,126,8,No festival,Offline,200196,1,1027,employed,14
O4993,C4993,Krithika,Food Grains,Atta & Flour,Tenkasi,04-08-2017,West,40,1280,32,0.3,120,8,No festival,Offline,200196,5,896,employed,16
O4994,C4994,Surya,Fruits & Veggies,Fresh Fruits,Coimbatore,04-08-2017,South,190,1330,7,0.14,109,8,No festival,Offline,200196,3,1143.8,unemployed,17
O4995,C4995,Shah,Bakery,Breads & Buns,Krishnagiri,05-08-2017,South,30,1080,36,0.16,133,8,No festival,Offline,200196,1,907.2,unemployed,20
O4996,C4996,Vidya,Oil & Masala,Spices,Krishnagiri,06-08-2017,West,50,1250,25,0.32,124,8,No festival,Offline,200196,2,850,employed,2
O4997,C4997,Surya,Food Grains,Atta & Flour,Tenkasi,06-08-2017,East,40,1280,32,0.19,106,8,No festival,Online,200196,5,1036.8,unemployed,16
O4998,C4998,Verma,Beverages,Soft Drinks,Viluppuram,06-08-2017,East,20,1040,52,0.26,151,8,No festival,Online,200196,1,769.6,employed,9
O4999,C4999,Sudeep,"Eggs, Meat & Fish",Chicken,Nagercoil,07-08-2017,West,200,1200,6,0.29,140,8,No festival,Offline,200196,4,852,unemployed,13
O5000,C5000,Akash,Fruits & Veggies,Organic Fruits,Ramanadhapuram,08-08-2017,South,300,1200,4,0.12,120,8,No festival,Online,200196,3,1056,unemployed,19
O5001,C5001,Anu,Food Grains,Rice,Pudukottai,08-08-2017,West,800,1600,2,0.22,159,8,No festival,Offline,200196,5,1248,employed,5
O5002,C5002,Esther,Beverages,Soft Drinks,Ramanadhapuram,08-08-2017,Central,20,1100,55,0.35,181,8,No festival,Offline,200196,1,715,employed,5
O5003,C5003,Rumaiza,Beverages,Soft Drinks,Theni,08-08-2017,Central,20,1320,66,0.28,165,8,No festival,Online,200196,1,950.4,unemployed,4
O5004,C5004,Kumar,"Eggs, Meat & Fish",Eggs,Ooty,08-08-2017,Central,6,1188,198,0.25,100,8,No festival,Online,200196,4,891,employed,20
O5005,C5005,Malik,"Eggs, Meat & Fish",Chicken,Krishnagiri,08-08-2017,West,200,1200,6,0.23,130,8,No festival,Offline,200196,4,924,employed,14
O5006,C5006,Jonas,Beverages,Health Drinks,Karur,08-08-2017,West,100,1300,13,0.17,165,8,No festival,Offline,200196,1,1079,unemployed,1
O5007,C5007,Ramesh,"Eggs, Meat & Fish",Chicken,Vellore,09-08-2017,South,200,1200,6,0.26,177,8,No festival,Offline,200196,4,888,unemployed,7
O5008,C5008,Amy,"Eggs, Meat & Fish",Mutton,Krishnagiri,09-08-2017,South,400,1200,3,0.29,159,8,No festival,Online,200196,4,852,employed,10
O5009,C5009,Adavan,Food Grains,Rice,Ooty,09-08-2017,South,800,800,1,0.32,174,8,No festival,Offline,200196,5,544,unemployed,20
O5010,C5010,Shree,Snacks,Noodles,Nagercoil,09-08-2017,South,100,1100,11,0.3,184,8,No festival,Online,200196,1,770,unemployed,20
O5011,C5011,Veronica,Beverages,Soft Drinks,Pudukottai,09-08-2017,South,20,1160,58,0.2,161,8,No festival,Online,200196,1,928,unemployed,7
O5012,C5012,Jackson,Food Grains,Atta & Flour,Krishnagiri,11-08-2017,Central,40,1080,27,0.32,121,8,No festival,Offline,200196,5,734.4,employed,11
O5013,C5013,Amrish,Bakery,Breads & Buns,Namakkal,11-08-2017,Central,30,1050,35,0.22,118,8,No festival,Offline,200196,1,819,unemployed,7
O5014,C5014,Vince,Oil & Masala,Spices,Salem,11-08-2017,Central,50,1050,21,0.25,195,8,No festival,Online,200196,2,787.5,unemployed,18
O5015,C5015,Jonas,"Eggs, Meat & Fish",Chicken,Ooty,12-08-2017,East,200,1200,6,0.2,130,8,No festival,Offline,200196,4,960,employed,17
O5016,C5016,Amy,"Eggs, Meat & Fish",Chicken,Krishnagiri,12-08-2017,East,200,1200,6,0.16,185,8,No festival,Online,200196,4,1008,employed,18
O5017,C5017,Komal,Beverages,Health Drinks,Namakkal,12-08-2017,East,100,1300,13,0.29,133,8,No festival,Offline,200196,1,923,employed,17
O5018,C5018,Sheeba,Bakery,Breads & Buns,Dindigul,12-08-2017,South,30,1230,41,0.2,120,8,No festival,Online,200196,1,984,employed,2
O5019,C5019,Verma,Bakery,Biscuits,Salem,12-08-2017,East,20,1320,66,0.17,140,8,No festival,Online,200196,1,1095.6,unemployed,17
O5020,C5020,Ravi,Beverages,Health Drinks,Pudukottai,12-08-2017,Central,100,1200,12,0.15,182,8,No festival,Offline,200196,1,1020,unemployed,18
O5021,C5021,Sheeba,Food Grains,Rice,Bodi,13-08-2017,South,800,800,1,0.25,148,8,No festival,Offline,200196,5,600,unemployed,20
O5022,C5022,Ram,Snacks,Chocolates,Viluppuram,13-08-2017,South,10,1260,126,0.24,123,8,No festival,Offline,200196,1,957.6,employed,18
O5023,C5023,Arvind,Bakery,Biscuits,Ramanadhapuram,13-08-2017,South,20,1200,60,0.15,148,8,No festival,Online,200196,1,1020,employed,10
O524,C524,Sudha,Fruits & Veggies,Fresh Fruits,Vellore,13-08-2017,Central,190,1140,6,0.31,200,8,No festival,Offline,200196,3,786.6,unemployed,20
O5025,C5025,Yadav,Bakery,Breads & Buns,Dindigul,13-08-2017,Central,30,1110,37,0.27,152,8,No festival,Offline,200196,1,810.3,unemployed,5
O5026,C5026,Ridhesh,"Eggs, Meat & Fish",Mutton,Madurai,13-08-2017,Central,400,1200,3,0.28,168,8,No festival,Offline,200196,4,864,unemployed,19
O5027,C5027,Roshan,Fruits & Veggies,Organic Fruits,Coimbatore,13-08-2017,South,300,1200,4,0.18,142,8,No festival,Offline,200196,3,984,employed,3
O5028,C5028,Sundar,Beverages,Health Drinks,Salem,13-08-2017,South,100,1200,12,0.1,184,8,No festival,Online,200196,1,1080,unemployed,4
O5029,C5029,Krithika,Beverages,Health Drinks,Tenkasi,13-08-2017,Central,100,1100,11,0.14,160,8,No festival,Offline,200196,1,946,employed,7
O5030,C5030,Vidya,Bakery,Breads & Buns,Coimbatore,14-08-2017,East,30,1050,35,0.18,175,8,No festival,Online,200196,1,861,employed,3
O5031,C5031,Alan,Snacks,Noodles,Theni,14-08-2017,South,100,1200,12,0.25,143,8,No festival,Online,200196,1,900,employed,18
O5032,C5032,Veronica,Fruits & Veggies,Fresh Vegetables,Tirunelveli,14-08-2017,West,70,1190,17,0.15,166,8,No festival,Offline,200196,3,1011.5,unemployed,5
O5033,C5033,Vinne,Food Grains,Rice,Ramanadhapuram,14-08-2017,East,800,800,1,0.2,108,8,No festival,Offline,200196,5,640,unemployed,13
O5034,C5034,Arvind,Bakery,Cakes,Dindigul,14-08-2017,East,300,1200,4,0.32,105,8,No festival,Online,200196,1,816,unemployed,11
O5035,C5035,Sharon,Fruits & Veggies,Fresh Fruits,Ramanadhapuram,14-08-2017,West,190,1140,6,0.12,129,8,No festival,Online,200196,3,1003.2,employed,3
O5036,C5036,Arutra,Beverages,Soft Drinks,Tirunelveli,15-08-2017,West,20,1280,64,0.16,143,8,No festival,Online,200196,1,1075.2,employed,13
O5037,C5037,Adavan,Food Grains,Rice,Chennai,15-08-2017,West,800,800,1,0.2,167,8,No festival,Offline,200196,5,640,unemployed,5
O5038,C5038,Hussain,Snacks,Cookies,Virudhunagar,15-08-2017,South,30,1020,34,0.11,153,8,No festival,Online,200196,1,907.8,employed,2
O5039,C5039,Akash,Oil & Masala,Spices,Viluppuram,15-08-2017,West,50,1050,21,0.27,108,8,No festival,Offline,200196,2,766.5,unemployed,9
O5040,C5040,Sharon,Oil & Masala,Masalas,Namakkal,15-08-2017,West,50,1050,21,0.3,174,8,No festival,Online,200196,2,735,unemployed,19
O5041,C5041,Hussain,Fruits & Veggies,Fresh Fruits,Tenkasi,15-08-2017,South,190,1330,7,0.32,120,8,No festival,Offline,200196,3,904.4,unemployed,13
O5042,C5042,Malik,Beverages,Soft Drinks,Theni,15-08-2017,West,20,1340,67,0.26,187,8,No festival,Online,200196,1,991.6,unemployed,5
O5043,C5043,Suresh,"Eggs, Meat & Fish",Mutton,Dindigul,15-08-2017,West,400,1200,3,0.18,161,8,No festival,Offline,200196,4,984,unemployed,13
O5044,C5044,Peer,Fruits & Veggies,Fresh Fruits,Krishnagiri,16-08-2017,West,190,1140,6,0.19,126,8,No festival,Offline,200196,3,923.4,unemployed,19
O5045,C5045,Malik,"Eggs, Meat & Fish",Chicken,Virudhunagar,16-08-2017,West,200,1000,5,0.3,179,8,No festival,Online,200196,4,700,employed,13
O5046,C5046,Ramesh,Snacks,Cookies,Tenkasi,16-08-2017,West,30,1200,40,0.34,104,8,No festival,Offline,200196,1,792,employed,8
O5047,C5047,Surya,Food Grains,Rice,Vellore,17-08-2017,West,800,1600,2,0.16,193,8,No festival,Offline,200196,5,1344,employed,16
O5048,C5048,Rumaiza,Food Grains,Organic Staples,Salem,18-08-2017,East,100,1100,11,0.22,166,8,No festival,Offline,200196,5,858,unemployed,10
O5049,C5049,Sudha,Food Grains,Rice,Tirunelveli,18-08-2017,Central,800,800,1,0.18,130,8,No festival,Offline,200196,5,656,unemployed,14
O5050,C5050,Krithika,Fruits & Veggies,Fresh Vegetables,Trichy,18-08-2017,Central,70,1190,17,0.23,170,8,No festival,Online,200196,3,916.3,unemployed,2
O5051,C5051,Komal,Fruits & Veggies,Organic Vegetables,Trichy,18-08-2017,Central,200,1200,6,0.14,143,8,No festival,Offline,200196,3,1032,employed,17
O5052,C5052,Sheeba,Bakery,Biscuits,Nagercoil,18-08-2017,Central,20,1300,65,0.32,178,8,No festival,Offline,200196,1,884,unemployed,14
O5053,C5053,Yadav,"Eggs, Meat & Fish",Fish,Virudhunagar,19-08-2017,East,600,1200,2,0.24,186,8,No festival,Offline,200196,4,912,employed,1
O5054,C5054,Arutra,Bakery,Breads & Buns,Trichy,19-08-2017,East,30,1290,43,0.11,170,8,No festival,Online,200196,1,1148.1,employed,4
O5055,C5055,Yadav,"Eggs, Meat & Fish",Mutton,Karur,19-08-2017,East,400,1200,3,0.26,160,8,No festival,Offline,200196,4,888,unemployed,17
O5056,C5056,Yadav,"Eggs, Meat & Fish",Mutton,Karur,20-08-2017,Central,400,1200,3,0.19,152,8,No festival,Online,200196,4,972,employed,6
O5057,C5057,Sharon,Fruits & Veggies,Organic Vegetables,Pudukottai,21-08-2017,West,200,1200,6,0.11,166,8,No festival,Online,200196,3,1068,employed,7
O5058,C5058,Peer,Food Grains,Organic Staples,Dharmapuri,21-08-2017,West,100,1000,10,0.34,142,8,No festival,Online,200196,5,660,employed,6
O5059,C5059,Sabeela,Snacks,Chocolates,Vellore,21-08-2017,East,10,1220,122,0.28,121,8,No festival,Offline,200196,1,878.4,unemployed,19
O5060,C5060,Vidya,Oil & Masala,Masalas,Ramanadhapuram,21-08-2017,West,50,1250,25,0.14,118,8,No festival,Online,200196,2,1075,unemployed,15
O5061,C5061,Malik,Bakery,Cakes,Ramanadhapuram,21-08-2017,South,300,1200,4,0.3,167,8,No festival,Offline,200196,1,840,unemployed,18
O5062,C5062,Jonas,Oil & Masala,Masalas,Kanyakumari,21-08-2017,East,50,1300,26,0.12,112,8,No festival,Offline,200196,2,1144,employed,12
O5063,C5063,Haseena,Bakery,Breads & Buns,Chennai,21-08-2017,West,30,1350,45,0.15,136,8,No festival,Offline,200196,1,1147.5,employed,9
O5064,C5064,Anu,"Eggs, Meat & Fish",Fish,Madurai,21-08-2017,West,600,1200,2,0.35,122,8,No festival,Online,200196,4,780,employed,17
O5065,C5065,Arutra,"Eggs, Meat & Fish",Mutton,Nagercoil,21-08-2017,South,400,1200,3,0.12,115,8,No festival,Offline,200196,4,1056,unemployed,9
O5066,C5066,Komal,Snacks,Cookies,Ramanadhapuram,21-08-2017,West,30,1110,37,0.32,166,8,No festival,Offline,200196,1,754.8,unemployed,1
O5067,C5067,Amy,Fruits & Veggies,Fresh Vegetables,Dindigul,21-08-2017,West,70,1120,16,0.17,178,8,No festival,Online,200196,3,929.6,employed,2
O5068,C5068,Peer,Snacks,Cookies,Krishnagiri,21-08-2017,West,30,1080,36,0.27,194,8,No festival,Online,200196,1,788.4,employed,19
O5069,C5069,Amy,Food Grains,Dals & Pulses,Coimbatore,22-08-2017,West,900,900,1,0.14,172,8,No festival,Online,200196,5,774,employed,13
O5070,C5070,Sabeela,Fruits & Veggies,Organic Fruits,Tirunelveli,22-08-2017,West,300,1200,4,0.31,138,8,No festival,Online,200196,3,828,unemployed,12
O5071,C5071,Rumaiza,Bakery,Cakes,Dharmapuri,22-08-2017,East,300,900,3,0.2,195,8,No festival,Offline,200196,1,720,unemployed,1
O5072,C5072,Yusuf,Snacks,Chocolates,Trichy,22-08-2017,East,10,1350,135,0.31,174,8,No festival,Offline,200196,1,931.5,employed,15
O5073,C5073,Yusuf,Food Grains,Rice,Vellore,22-08-2017,East,800,800,1,0.13,181,8,No festival,Offline,200196,5,696,employed,8
O5074,C5074,Rumaiza,Snacks,Cookies,Namakkal,22-08-2017,West,30,1200,40,0.14,147,8,No festival,Online,200196,1,1032,unemployed,20
O5075,C5075,Kumar,Snacks,Noodles,Tenkasi,22-08-2017,West,100,1200,12,0.33,199,8,No festival,Offline,200196,1,804,unemployed,8
O5076,C5076,Ravi,"Eggs, Meat & Fish",Eggs,Cumbum,22-08-2017,Central,6,1302,217,0.22,179,8,No festival,Offline,200196,4,1015.56,employed,4
O5077,C5077,Surya,"Eggs, Meat & Fish",Eggs,Salem,23-08-2017,Central,6,1242,207,0.34,158,8,No festival,Online,200196,4,819.72,unemployed,3
O5078,C5078,Vidya,Food Grains,Organic Staples,Krishnagiri,23-08-2017,Central,100,1300,13,0.1,153,8,No festival,Offline,200196,5,1170,unemployed,4
O5079,C5079,Sharon,Food Grains,Rice,Madurai,23-08-2017,East,800,800,1,0.23,139,8,No festival,Offline,200196,5,616,employed,2
O5080,C5080,Shree,Food Grains,Atta & Flour,Coimbatore,23-08-2017,West,40,1080,27,0.34,170,8,No festival,Offline,200196,5,712.8,employed,20
O5081,C5081,Vidya,"Eggs, Meat & Fish",Eggs,Viluppuram,23-08-2017,West,6,1314,219,0.17,139,8,No festival,Offline,200196,4,1090.62,employed,14
O5082,C5082,Veronica,"Eggs, Meat & Fish",Eggs,Cumbum,23-08-2017,East,6,1302,217,0.18,114,8,No festival,Online,200196,4,1067.64,employed,3
O5083,C5083,Alan,Food Grains,Organic Staples,Dindigul,23-08-2017,Central,100,100,1,0.31,105,8,No festival,Offline,200196,5,69,unemployed,18
O5084,C5084,Shree,Food Grains,Rice,Perambalur,23-08-2017,Central,800,800,1,0.15,184,8,No festival,Offline,200196,5,680,employed,17
O5085,C5085,Ram,Oil & Masala,Spices,Tirunelveli,23-08-2017,West,50,1150,23,0.27,116,8,No festival,Offline,200196,2,839.5,unemployed,20
O5086,C5086,Muneer,"Eggs, Meat & Fish",Mutton,Salem,23-08-2017,Central,400,1200,3,0.18,134,8,No festival,Online,200196,4,984,unemployed,1
O5087,C5087,Ravi,"Eggs, Meat & Fish",Eggs,Dharmapuri,23-08-2017,Central,6,1032,172,0.27,125,8,No festival,Offline,200196,4,753.36,employed,16
O5088,C5088,Amrish,Bakery,Breads & Buns,Virudhunagar,23-08-2017,West,30,1020,34,0.23,195,8,No festival,Offline,200196,1,785.4,employed,13
O5089,C5089,Ridhesh,Bakery,Breads & Buns,Nagercoil,23-08-2017,Central,30,1080,36,0.31,188,8,No festival,Offline,200196,1,745.2,unemployed,5
O5090,C5090,Vidya,"Eggs, Meat & Fish",Mutton,Dharmapuri,23-08-2017,West,400,1200,3,0.1,146,8,No festival,Online,200196,4,1080,unemployed,20
O5091,C5091,Anu,Fruits & Veggies,Organic Fruits,Chennai,23-08-2017,East,300,1200,4,0.14,149,8,No festival,Online,200196,3,1032,unemployed,6
O5092,C5092,Jonas,Snacks,Chocolates,Chennai,23-08-2017,West,10,1290,129,0.35,152,8,No festival,Offline,200196,1,838.5,employed,2
O5093,C5093,Aditi,Snacks,Chocolates,Kanyakumari,26-08-2017,West,10,1020,102,0.15,190,8,No festival,Offline,200196,1,867,employed,6
O5094,C5094,Roshan,Bakery,Biscuits,Karur,26-08-2017,West,20,1060,53,0.3,179,8,No festival,Offline,200196,1,742,employed,15
O5095,C5095,Alan,Oil & Masala,Masalas,Krishnagiri,26-08-2017,West,50,1300,26,0.19,161,8,No festival,Offline,200196,2,1053,employed,20
O5096,C5096,Yadav,Beverages,Soft Drinks,Trichy,26-08-2017,West,20,1080,54,0.29,144,8,No festival,Offline,200196,1,766.8,unemployed,20
O5097,C5097,Vinne,"Eggs, Meat & Fish",Mutton,Tirunelveli,26-08-2017,East,400,1200,3,0.25,138,8,No festival,Offline,200196,4,900,employed,2
O5098,C5098,Veena,Beverages,Soft Drinks,Vellore,26-08-2017,East,20,1020,51,0.21,133,8,No festival,Offline,200196,1,805.8,unemployed,16
O5099,C5099,Mathew,Beverages,Health Drinks,Dindigul,26-08-2017,Central,100,1000,10,0.16,200,8,No festival,Online,200196,1,840,employed,19
O5100,C5100,Suresh,Oil & Masala,Spices,Dharmapuri,26-08-2017,East,50,1150,23,0.26,185,8,No festival,Offline,200196,2,851,employed,16
O5101,C5101,Hafiz,Beverages,Health Drinks,Trichy,26-08-2017,South,100,1100,11,0.34,176,8,No festival,Online,200196,1,726,unemployed,9
O5102,C5102,Alan,Oil & Masala,Edible Oil & Ghee,Dharmapuri,26-08-2017,Central,800,1600,2,0.35,186,8,No festival,Online,200196,2,1040,unemployed,13
O5103,C5103,Anu,Oil & Masala,Spices,Tenkasi,26-08-2017,East,50,1000,20,0.26,200,8,No festival,Online,200196,2,740,unemployed,10
O5104,C5104,Harish,Fruits & Veggies,Organic Fruits,Bodi,26-08-2017,East,300,1200,4,0.34,119,8,No festival,Offline,200196,3,792,employed,10
O5105,C5105,Jackson,Beverages,Health Drinks,Ramanadhapuram,26-08-2017,West,100,1100,11,0.11,176,8,No festival,Offline,200196,1,979,employed,6
O5106,C5106,Willams,Fruits & Veggies,Organic Vegetables,Nagercoil,26-08-2017,Central,200,1200,6,0.27,166,8,No festival,Offline,200196,3,876,employed,14
O5107,C5107,Peer,"Eggs, Meat & Fish",Eggs,Madurai,26-08-2017,Central,6,1182,197,0.15,133,8,No festival,Offline,200196,4,1004.7,employed,1
O5108,C5108,Ridhesh,Beverages,Soft Drinks,Krishnagiri,26-08-2017,Central,20,1180,59,0.12,135,8,No festival,Online,200196,1,1038.4,employed,11
O5109,C5109,Ram,Beverages,Health Drinks,Theni,26-08-2017,South,100,1200,12,0.25,200,8,No festival,Online,200196,1,900,employed,1
O5110,C5110,Adavan,"Eggs, Meat & Fish",Eggs,Karur,26-08-2017,Central,6,1302,217,0.14,187,8,No festival,Online,200196,4,1119.72,unemployed,17
O5111,C5111,Sharon,Beverages,Health Drinks,Namakkal,26-08-2017,Central,100,1300,13,0.21,194,8,No festival,Online,200196,1,1027,employed,8
O5112,C5112,Veronica,Fruits & Veggies,Fresh Fruits,Tirunelveli,26-08-2017,Central,190,1330,7,0.27,188,8,No festival,Offline,200196,3,970.9,unemployed,12
O5113,C5113,James,Beverages,Soft Drinks,Ramanadhapuram,27-08-2017,East,20,1220,61,0.18,118,8,No festival,Online,200196,1,1000.4,employed,10
O5114,C5114,Vince,Bakery,Breads & Buns,Dharmapuri,27-08-2017,Central,30,1230,41,0.32,135,8,No festival,Offline,200196,1,836.4,employed,4
O5115,C5115,Ravi,Oil & Masala,Masalas,Cumbum,27-08-2017,East,50,1350,27,0.19,194,8,No festival,Offline,200196,2,1093.5,employed,5
O5116,C5116,Kumar,Beverages,Soft Drinks,Tirunelveli,27-08-2017,Central,20,1140,57,0.18,168,8,No festival,Offline,200196,1,934.8,unemployed,11
O5117,C5117,Verma,Food Grains,Organic Staples,Salem,27-08-2017,Central,100,1100,11,0.1,126,8,No festival,Online,200196,5,990,employed,15
O5118,C5118,Sheeba,Fruits & Veggies,Organic Fruits,Viluppuram,27-08-2017,East,300,900,3,0.15,135,8,No festival,Offline,200196,3,765,unemployed,12
O5119,C5119,Harish,"Eggs, Meat & Fish",Chicken,Karur,27-08-2017,Central,200,1400,7,0.28,190,8,No festival,Offline,200196,4,1008,employed,3
O5120,C5120,Ridhesh,"Eggs, Meat & Fish",Fish,Chennai,27-08-2017,East,600,1200,2,0.17,116,8,No festival,Offline,200196,4,996,unemployed,3
O5121,C5121,James,Food Grains,Organic Staples,Vellore,27-08-2017,Central,100,1100,11,0.33,185,8,No festival,Online,200196,5,737,unemployed,13
O5122,C5122,Willams,Fruits & Veggies,Organic Vegetables,Tirunelveli,27-08-2017,South,200,1000,5,0.31,158,8,No festival,Offline,200196,3,690,unemployed,13
O5123,C5123,Harish,Beverages,Health Drinks,Krishnagiri,27-08-2017,East,100,1200,12,0.28,160,8,No festival,Offline,200196,1,864,unemployed,12
O5124,C5124,Arvind,Bakery,Cakes,Krishnagiri,27-08-2017,Central,300,900,3,0.32,141,8,No festival,Online,200196,1,612,unemployed,19
O5125,C5125,Adavan,Snacks,Cookies,Ramanadhapuram,28-08-2017,Central,30,1260,42,0.13,101,8,No festival,Online,200196,1,1096.2,employed,18
